NominalCoverage,EmpiricalCoverage,AverageWidth,MedianWidth,EvaluatedRows,EvaluatedTargetYears,Horizon
0.8,0.8833922261484098,5.442776034037661,6.202830923974176,283,2,5
0.95,0.9752650176678446,10.239819796677478,11.414529563271046,283,2,5
