NominalCoverage,EmpiricalCoverage,AverageWidth,MedianWidth,EvaluatedRows,EvaluatedTargetYears,Horizon
0.8,0.8480565371024735,5.102761936859279,5.670560908441402,283,2,3
0.95,0.9681978798586572,9.859206027381493,10.534813577477067,283,2,3
