Horizon,OuterTargetYear,InnerValidationYear,Shrinkage,RMSE,MAE,R2,WeightedRMSE
5,2021,2020,2.0,2.778138033035815,1.914725074601876,0.979722364133785,1.846511209089481
5,2021,2020,5.0,2.802795678402276,1.9268196738280188,0.9793608143167006,1.868489751424572
5,2021,2020,10.0,2.829404072797914,1.939426323564204,0.9789670771624616,1.8925604140935584
5,2021,2020,20.0,2.8578908805771213,1.9538636562353933,0.978541420714,1.918575667252175
5,2021,2020,50.0,2.888178893595206,1.9701257692929988,0.9780841731941962,1.9463801010902275
5,2022,2021,2.0,2.761469945953922,2.1064377910204533,0.9791930570481012,2.3386724808371198
5,2022,2021,5.0,2.7713143905543838,2.114313537754102,0.9790444420652032,2.348789644408253
5,2022,2021,10.0,2.7836527428378752,2.1239145726213406,0.978857431434815,2.3610650615607924
5,2022,2021,20.0,2.7992580514112,2.136493211308192,0.978619714192406,2.3761007051273486
5,2022,2021,50.0,2.8191919628369937,2.154025345979766,0.9783141259222704,2.3946930301991065
5,2023,2022,2.0,2.2080563808907043,1.4776039240307806,0.986603484389834,1.362605267682959
5,2023,2022,5.0,2.2147034617574035,1.480485270373871,0.9865227058762536,1.3641013853573491
5,2023,2022,10.0,2.2236431779351977,1.4837208278771004,0.9864136832884732,1.366714624550602
5,2023,2022,20.0,2.2361762182981915,1.4884231854070558,0.9862600995454406,1.3711104599788562
5,2023,2022,50.0,2.254473713685914,1.4966278108335704,0.9860343263473912,1.3785782069233716
