NominalCoverage,EmpiricalCoverage,AverageWidth,MedianWidth,EvaluatedRows,EvaluatedTargetYears,Horizon
0.8,0.8072916666666666,4.3479503713201915,4.542838451589276,576,4,1
0.95,0.9722222222222222,9.863338779969546,11.40784147990476,576,4,1
