Iteration,Stage,Candidate,Accepted,Model,FeatureCount,CV_RMSE,CV_MAE,CV_WeightedRMSE,ImprovementPct,FoldWinRate
0,Base model tuning,Resistance history,True,Extra trees,8,2.8195147400871536,1.957415918707986,2.2226509527932508,0.0,
1,Group forward selection,Existing consumption history,False,Extra trees,12,2.524954554270937,1.7643055873117126,1.8254467007355881,10.447194392291479,1.0
1,Group forward selection,Consumption dynamics,False,Extra trees,16,2.524555072819587,1.7426932016700314,1.8220085023331622,10.461362839282373,0.8
1,Group forward selection,Prescribing mix dynamics,False,Extra trees,13,2.5593101678338885,1.7666216299789952,1.945460985506039,9.228700547429021,0.8
1,Group forward selection,Testing and reported burden,False,Extra trees,12,2.6381286291218675,1.7911895408010714,2.041472023780068,6.433238613240211,0.8
1,Group forward selection,Existing static demographics,False,Extra trees,13,2.599231138094027,1.755167071894585,1.9536577459436684,7.812819662234414,1.0
1,Group forward selection,Demographic change,True,Extra trees,16,2.5238648671318837,1.6778344528340474,1.8064257497873306,10.485842430677668,0.8
1,Group forward selection,European AMR context,False,Extra trees,11,2.744178652414829,1.8776703576095786,2.163389004501536,2.671952254805232,0.4
1,Group forward selection,Cross-antibiotic context,False,Extra trees,12,2.725220298525571,1.8658861970988179,2.1134137230960115,3.3443500124658962,0.8
1,Group forward selection,Mechanistic interactions,False,Extra trees,12,2.6707883719960743,1.8486284703208204,1.9826384250449258,5.27489237692306,0.8
1,Group forward selection,Origin time,False,Extra trees,9,2.550833512533927,1.7290469057052456,1.8532810306401113,9.529342894831657,1.0
1,Group forward selection,Country fixed effect,False,Extra trees,9,2.565486948888149,1.7545886826637955,1.998690861280633,9.009628060719148,1.0
2,Group forward selection,Existing consumption history,False,Extra trees,20,2.4433895545993596,1.6363668773085107,1.7306518450482289,3.188574538223046,1.0
2,Group forward selection,Consumption dynamics,False,Extra trees,24,2.449370140855033,1.6383567126299188,1.731626085425004,2.95161310920368,1.0
2,Group forward selection,Prescribing mix dynamics,False,Extra trees,21,2.433901154709932,1.6257556831933166,1.7488577747769898,3.564521761586479,1.0
2,Group forward selection,Testing and reported burden,False,Extra trees,20,2.517878568254921,1.6675279994723824,1.8046901971921163,0.23718777320140766,0.8
2,Group forward selection,Existing static demographics,False,Extra trees,21,2.4638039476517872,1.6342586697850874,1.7819759734836362,2.3797200976274793,1.0
2,Group forward selection,European AMR context,False,Extra trees,19,2.569904930516901,1.712903513384834,1.901541649529516,-1.8241889248744596,0.2
2,Group forward selection,Cross-antibiotic context,False,Extra trees,20,2.531003553811183,1.6691527566996363,1.832592328182377,-0.2828474207262713,0.6
2,Group forward selection,Mechanistic interactions,False,Extra trees,20,2.5074147046171893,1.6653100353042236,1.7551692733930897,0.6517845994420606,0.6
2,Group forward selection,Origin time,False,Extra trees,17,2.4933633289382326,1.6451873642884978,1.773125310130274,1.2085250122092706,1.0
2,Group forward selection,Country fixed effect,True,Extra trees,17,2.4068570876341187,1.6071227374013592,1.7695114754773433,4.636055639172653,1.0
3,Group forward selection,Existing consumption history,True,Extra trees,21,2.325036882836751,1.5568160730421658,1.6297674045883066,3.3994625280304764,0.8
3,Group forward selection,Consumption dynamics,False,Extra trees,25,2.3464695168643477,1.5676729328915566,1.6625353811786352,2.5089803245912896,1.0
3,Group forward selection,Prescribing mix dynamics,False,Extra trees,22,2.355625061369478,1.5842354304149908,1.6894397440832585,2.1285861353322257,0.8
3,Group forward selection,Testing and reported burden,False,Extra trees,21,2.3968038370750713,1.6034239975125566,1.7266911762964923,0.4176920437319972,0.4
3,Group forward selection,Existing static demographics,False,Extra trees,22,2.399146379181368,1.598657738265635,1.7422020346217306,0.32036419995048426,0.8
3,Group forward selection,European AMR context,False,Extra trees,20,2.4627861406482174,1.6370250321423228,1.801719502177819,-2.323738010929252,0.0
3,Group forward selection,Cross-antibiotic context,False,Extra trees,21,2.4460318177829916,1.632977184288885,1.7543951371644328,-1.6276300886389876,0.4
3,Group forward selection,Mechanistic interactions,False,Extra trees,21,2.3904575314200773,1.5891059760134765,1.6970504448207202,0.6813680919527167,0.8
3,Group forward selection,Origin time,False,Extra trees,18,2.3470685474958413,1.560005203093896,1.6487824127489004,2.4840918243736714,1.0
4,Group forward selection,Consumption dynamics,False,Extra trees,29,2.34384130973278,1.5664847043612007,1.6707085537459057,-0.8087797245214426,0.6
4,Group forward selection,Prescribing mix dynamics,False,Extra trees,26,2.304555365269308,1.552438208543232,1.6444698952976866,0.8809115123564858,0.6
4,Group forward selection,Testing and reported burden,False,Extra trees,25,2.3351829577197463,1.5697886539546455,1.667879434699274,-0.436383394942794,0.4
4,Group forward selection,Existing static demographics,False,Extra trees,26,2.339870970265998,1.5623864832192884,1.666772989775299,-0.6380151445661397,0.4
4,Group forward selection,European AMR context,False,Extra trees,24,2.3923169068705588,1.599875200947491,1.725118847632922,-2.8937185698198484,0.0
4,Group forward selection,Cross-antibiotic context,False,Extra trees,25,2.348698163523647,1.5780548301367947,1.6750515667127681,-1.0176733479611213,0.2
4,Group forward selection,Mechanistic interactions,False,Extra trees,25,2.349766400575907,1.573808398680914,1.6541160994567656,-1.0636182987765581,0.2
4,Group forward selection,Origin time,False,Extra trees,22,2.3026763504139565,1.542174156121331,1.5998457133933326,0.9617280735569599,0.4
1,Individual forward selection,origin_year_index,False,Extra trees,22,2.3026763504139565,1.542174156121331,1.5998457133933326,0.9617280735569599,0.4
1,Backward elimination,health_expenditure_change1,False,Extra trees,20,2.3212067971422514,1.5672732395253373,1.6715933348583931,0.16473225533638308,0.6
