Iteration,Stage,Candidate,Accepted,Model,FeatureCount,CV_RMSE,CV_MAE,CV_WeightedRMSE,ImprovementPct,FoldWinRate
0,Base model tuning,Resistance history,True,Extra trees,8,3.07166020549928,2.2258762843775752,2.377571446594507,0.0,
1,Group forward selection,Existing consumption history,False,Extra trees,12,2.8219900048149253,2.015882015810333,2.010394853828902,8.128184238522312,0.6666666666666666
1,Group forward selection,Consumption dynamics,False,Extra trees,16,2.766500006943222,1.9627795522982114,2.0185805882185126,9.934699092357963,1.0
1,Group forward selection,Prescribing mix dynamics,False,Extra trees,13,2.8045242449818266,2.0190131233106725,2.130299373462991,8.696794002122768,1.0
1,Group forward selection,Testing and reported burden,False,Extra trees,12,2.8164075268035993,1.9938766116488829,2.199838687590469,8.30992563040321,1.0
1,Group forward selection,Existing static demographics,False,Extra trees,13,2.780003748217851,1.991249496778259,2.1517287698023053,9.495075554231814,1.0
1,Group forward selection,Demographic change,False,Extra trees,16,2.6945151173511146,1.8960379174476434,2.0133091759581525,12.278216433997217,1.0
1,Group forward selection,European AMR context,False,Extra trees,11,3.003346811290541,2.1464811525919885,2.2318895617187113,2.223989296942267,1.0
1,Group forward selection,Cross-antibiotic context,False,Extra trees,12,3.0139548614513014,2.1639225968088738,2.298568941090766,1.8786369646182524,0.6666666666666666
1,Group forward selection,Mechanistic interactions,False,Extra trees,12,2.921089866058961,2.1101174283829756,2.143697583053336,4.901920439335989,0.6666666666666666
1,Group forward selection,Origin time,False,Extra trees,9,2.9011699756137657,2.060190550177172,2.1042089798161228,5.55042610443306,0.6666666666666666
1,Group forward selection,Country fixed effect,True,Extra trees,9,2.6297479744225845,1.8980260177418142,2.0922711120718716,14.386755093728386,1.0
2,Group forward selection,Existing consumption history,True,Extra trees,13,2.4632390276862255,1.739666619930268,1.7871246990364504,6.331745412710868,0.6666666666666666
2,Group forward selection,Consumption dynamics,False,Extra trees,17,2.4641436113292206,1.732675885805625,1.8057190715720215,6.2973473011126,1.0
2,Group forward selection,Prescribing mix dynamics,False,Extra trees,14,2.500176709744841,1.7780773293721293,1.9259809616386996,4.927136209932575,0.6666666666666666
2,Group forward selection,Testing and reported burden,False,Extra trees,13,2.501849550834641,1.7826789848666638,2.0094890422251224,4.863523989063104,1.0
2,Group forward selection,Existing static demographics,False,Extra trees,14,2.580713320651432,1.843700644048319,2.0056653786300247,1.8646141853923908,1.0
2,Group forward selection,Demographic change,False,Extra trees,17,2.470033434574451,1.732028469864698,1.8068403323491968,6.073378186866066,1.0
2,Group forward selection,European AMR context,False,Extra trees,12,2.5684104399845062,1.8227116774096215,1.9700116413667745,2.3324491561418976,1.0
2,Group forward selection,Cross-antibiotic context,False,Extra trees,13,2.6281390321223075,1.8922996567268175,2.0704814967785694,0.0611823762552854,0.6666666666666666
2,Group forward selection,Mechanistic interactions,False,Extra trees,13,2.5465896868279274,1.827330231229843,1.9270477671045834,3.1622151021113027,0.6666666666666666
2,Group forward selection,Origin time,False,Extra trees,10,2.4857107988358664,1.76253908531899,1.8698273569416128,5.477223558593837,1.0
3,Group forward selection,Consumption dynamics,False,Extra trees,21,2.421851023356473,1.7116122655545774,1.7659711695639417,1.6802268827572613,1.0
3,Group forward selection,Prescribing mix dynamics,False,Extra trees,18,2.4426025561734606,1.7147593624482327,1.7633599467597298,0.8377778721762631,0.6666666666666666
3,Group forward selection,Testing and reported burden,True,Extra trees,17,2.4125025187390863,1.686583202656106,1.794603883780534,2.0597476889929407,1.0
3,Group forward selection,Existing static demographics,False,Extra trees,18,2.4687759197169847,1.7328055375164921,1.8002117479737398,-0.22478094770852053,0.6666666666666666
3,Group forward selection,Demographic change,False,Extra trees,21,2.471863076945981,1.6968842783971054,1.7328750647719335,-0.3501101258474429,0.3333333333333333
3,Group forward selection,European AMR context,False,Extra trees,16,2.510893392615905,1.748568099576462,1.778230319416909,-1.9346220319691119,0.0
3,Group forward selection,Cross-antibiotic context,False,Extra trees,17,2.4803452203144802,1.7476291799892618,1.804742045158053,-0.6944593048415187,0.6666666666666666
3,Group forward selection,Mechanistic interactions,False,Extra trees,17,2.4782315802234494,1.7473659723022743,1.79382067791038,-0.6086519565787614,0.3333333333333333
3,Group forward selection,Origin time,False,Extra trees,14,2.439331324295886,1.7025197000988401,1.7438340846293472,0.9705799202441463,1.0
4,Group forward selection,Consumption dynamics,False,Extra trees,25,2.4408537300328805,1.7048724182695487,1.8112275763093364,-1.175178515818182,0.0
4,Group forward selection,Prescribing mix dynamics,False,Extra trees,22,2.4128996681795982,1.680892622861092,1.8039261382444542,-0.016462135787510768,0.3333333333333333
4,Group forward selection,Existing static demographics,False,Extra trees,22,2.400630984882357,1.6762020170946694,1.7625429456437083,0.4920837911884952,1.0
4,Group forward selection,Demographic change,False,Extra trees,25,2.4419778483066668,1.6859156187645388,1.7452167030475416,-1.2217740432862219,0.3333333333333333
4,Group forward selection,European AMR context,False,Extra trees,20,2.4591535222140135,1.7099230652222348,1.776277250097692,-1.933718332418975,0.0
4,Group forward selection,Cross-antibiotic context,False,Extra trees,21,2.431128730241748,1.7159092633689788,1.8427321168157003,-0.7720701370457842,0.3333333333333333
4,Group forward selection,Mechanistic interactions,False,Extra trees,21,2.4538381374830136,1.7145897522551463,1.8021489949324836,-1.7133917342201044,0.0
4,Group forward selection,Origin time,True,Extra trees,18,2.392866516157989,1.663830733955272,1.7470950162401768,0.8139267183588367,0.6666666666666666
5,Group forward selection,Consumption dynamics,False,Extra trees,26,2.396777004601622,1.6841166641662162,1.8185512634316652,-0.16342275748467883,0.6666666666666666
5,Group forward selection,Prescribing mix dynamics,False,Extra trees,23,2.411468843764322,1.668522248494839,1.824207796860123,-0.7774076606747488,0.0
5,Group forward selection,Existing static demographics,False,Extra trees,23,2.4053015051462703,1.6670393372542727,1.77922447031255,-0.5196691459516544,0.6666666666666666
5,Group forward selection,Demographic change,False,Extra trees,26,2.426544396578155,1.6740851715283458,1.7461847106741217,-1.4074282954253383,0.3333333333333333
5,Group forward selection,European AMR context,False,Extra trees,21,2.453712013093529,1.7090629812396105,1.7841212677712217,-2.542786926252536,0.0
5,Group forward selection,Cross-antibiotic context,False,Extra trees,22,2.439712279291218,1.7038710023660646,1.808776432960355,-1.9577257158683843,0.0
5,Group forward selection,Mechanistic interactions,False,Extra trees,22,2.4464143608644755,1.699609254920064,1.8097061780395822,-2.2378116098370384,0.0
1,Individual forward selection,reserve_pct_lag1,False,Extra trees,19,2.3938067091786777,1.6571275820509876,1.7917607415103312,-0.03929149471313971,0.6666666666666666
1,Backward elimination,tested_growth1,False,Extra trees,17,2.4084914228706227,1.6674758939352725,1.758059448412105,-0.6529786182022904,0.3333333333333333
