Iteration,Stage,Candidate,Accepted,Model,FeatureCount,CV_RMSE,CV_MAE,CV_WeightedRMSE,ImprovementPct,FoldWinRate,Horizon
1,Group forward selection,Prescribing mix dynamics,False,Extra trees,13,2.5593101678338885,1.7666216299789952,1.945460985506039,9.22870054742902,0.8,3
1,Group forward selection,Testing and reported burden,False,Extra trees,12,2.6381286291218675,1.7911895408010714,2.041472023780068,6.433238613240211,0.8,3
1,Group forward selection,Existing static demographics,False,Extra trees,13,2.599231138094027,1.755167071894585,1.9536577459436684,7.812819662234414,1.0,3
1,Group forward selection,Demographic change,True,Extra trees,16,2.523864867131884,1.6778344528340474,1.8064257497873304,10.485842430677668,0.8,3
1,Group forward selection,European AMR context,False,Extra trees,11,2.744178652414829,1.8776703576095783,2.163389004501536,2.671952254805232,0.4,3
1,Group forward selection,Cross-antibiotic context,False,Extra trees,12,2.725220298525571,1.8658861970988176,2.1134137230960115,3.344350012465896,0.8,3
1,Group forward selection,Mechanistic interactions,False,Extra trees,12,2.6707883719960743,1.8486284703208204,1.9826384250449256,5.27489237692306,0.8,3
1,Group forward selection,Origin time,False,Extra trees,9,2.550833512533927,1.7290469057052456,1.8532810306401115,9.529342894831656,1.0,3
1,Group forward selection,Country fixed effect,False,Extra trees,9,2.565486948888149,1.7545886826637955,1.998690861280633,9.009628060719148,1.0,3
2,Group forward selection,Existing consumption history,False,Extra trees,20,2.44338955459936,1.6363668773085107,1.7306518450482289,3.188574538223046,1.0,3
2,Group forward selection,Consumption dynamics,False,Extra trees,24,2.449370140855033,1.6383567126299188,1.731626085425004,2.95161310920368,1.0,3
2,Group forward selection,Prescribing mix dynamics,False,Extra trees,21,2.433901154709932,1.6257556831933166,1.7488577747769898,3.564521761586479,1.0,3
2,Group forward selection,Testing and reported burden,False,Extra trees,20,2.517878568254921,1.6675279994723824,1.8046901971921163,0.2371877732014076,0.8,3
2,Group forward selection,Existing static demographics,False,Extra trees,21,2.4638039476517872,1.6342586697850874,1.7819759734836362,2.3797200976274797,1.0,3
2,Group forward selection,European AMR context,False,Extra trees,19,2.569904930516901,1.712903513384834,1.901541649529516,-1.82418892487446,0.2,3
2,Group forward selection,Cross-antibiotic context,False,Extra trees,20,2.531003553811183,1.6691527566996365,1.832592328182377,-0.2828474207262713,0.6,3
2,Group forward selection,Mechanistic interactions,False,Extra trees,20,2.5074147046171893,1.6653100353042236,1.7551692733930897,0.6517845994420606,0.6,3
2,Group forward selection,Origin time,False,Extra trees,17,2.4933633289382326,1.6451873642884978,1.773125310130274,1.2085250122092706,1.0,3
2,Group forward selection,Country fixed effect,True,Extra trees,17,2.4068570876341187,1.6071227374013592,1.769511475477343,4.636055639172653,1.0,3
3,Group forward selection,Existing consumption history,True,Extra trees,21,2.325036882836751,1.5568160730421658,1.6297674045883066,3.3994625280304764,0.8,3
3,Group forward selection,Consumption dynamics,False,Extra trees,25,2.346469516864348,1.5676729328915566,1.6625353811786352,2.5089803245912896,1.0,3
3,Group forward selection,Prescribing mix dynamics,False,Extra trees,22,2.355625061369478,1.5842354304149908,1.6894397440832585,2.1285861353322257,0.8,3
3,Group forward selection,Testing and reported burden,False,Extra trees,21,2.3968038370750717,1.6034239975125566,1.7266911762964925,0.4176920437319972,0.4,3
3,Group forward selection,Existing static demographics,False,Extra trees,22,2.399146379181368,1.598657738265635,1.7422020346217306,0.3203641999504842,0.8,3
3,Group forward selection,European AMR context,False,Extra trees,20,2.462786140648217,1.6370250321423228,1.801719502177819,-2.323738010929252,0.0,3
3,Group forward selection,Cross-antibiotic context,False,Extra trees,21,2.446031817782992,1.632977184288885,1.7543951371644328,-1.6276300886389876,0.4,3
3,Group forward selection,Mechanistic interactions,False,Extra trees,21,2.3904575314200773,1.5891059760134765,1.6970504448207202,0.6813680919527167,0.8,3
3,Group forward selection,Origin time,False,Extra trees,18,2.3470685474958413,1.560005203093896,1.6487824127489004,2.484091824373672,1.0,3
4,Group forward selection,Consumption dynamics,False,Extra trees,29,2.34384130973278,1.566484704361201,1.6707085537459057,-0.8087797245214426,0.6,3
4,Group forward selection,Prescribing mix dynamics,False,Extra trees,26,2.304555365269308,1.552438208543232,1.6444698952976866,0.8809115123564858,0.6,3
4,Group forward selection,Testing and reported burden,False,Extra trees,25,2.3351829577197463,1.5697886539546455,1.667879434699274,-0.436383394942794,0.4,3
4,Group forward selection,Existing static demographics,False,Extra trees,26,2.339870970265998,1.5623864832192884,1.666772989775299,-0.6380151445661397,0.4,3
4,Group forward selection,European AMR context,False,Extra trees,24,2.3923169068705588,1.599875200947491,1.725118847632922,-2.8937185698198484,0.0,3
4,Group forward selection,Cross-antibiotic context,False,Extra trees,25,2.348698163523647,1.5780548301367947,1.675051566712768,-1.0176733479611213,0.2,3
4,Group forward selection,Mechanistic interactions,False,Extra trees,25,2.349766400575907,1.573808398680914,1.6541160994567656,-1.063618298776558,0.2,3
4,Group forward selection,Origin time,False,Extra trees,22,2.3026763504139565,1.542174156121331,1.5998457133933326,0.96172807355696,0.4,3
1,Individual forward selection,origin_year_index,False,Extra trees,22,2.3026763504139565,1.542174156121331,1.5998457133933326,0.96172807355696,0.4,3
1,Backward elimination,health_expenditure_change1,False,Extra trees,20,2.3212067971422514,1.5672732395253373,1.6715933348583931,0.164732255336383,0.6,3
0,Base model tuning,Resistance history,True,Extra trees,8,3.07166020549928,2.2258762843775752,2.377571446594507,0.0,,5
1,Group forward selection,Existing consumption history,False,Extra trees,12,2.8219900048149253,2.015882015810333,2.010394853828902,8.128184238522312,0.6666666666666666,5
1,Group forward selection,Consumption dynamics,False,Extra trees,16,2.766500006943222,1.9627795522982117,2.0185805882185126,9.934699092357963,1.0,5
1,Group forward selection,Prescribing mix dynamics,False,Extra trees,13,2.8045242449818266,2.0190131233106725,2.130299373462991,8.696794002122768,1.0,5
1,Group forward selection,Testing and reported burden,False,Extra trees,12,2.8164075268035997,1.9938766116488829,2.199838687590469,8.30992563040321,1.0,5
1,Group forward selection,Existing static demographics,False,Extra trees,13,2.780003748217851,1.991249496778259,2.1517287698023053,9.495075554231814,1.0,5
1,Group forward selection,Demographic change,False,Extra trees,16,2.6945151173511146,1.8960379174476436,2.0133091759581525,12.278216433997216,1.0,5
1,Group forward selection,European AMR context,False,Extra trees,11,3.003346811290541,2.1464811525919885,2.231889561718712,2.223989296942267,1.0,5
1,Group forward selection,Cross-antibiotic context,False,Extra trees,12,3.013954861451301,2.1639225968088738,2.298568941090766,1.8786369646182524,0.6666666666666666,5
1,Group forward selection,Mechanistic interactions,False,Extra trees,12,2.921089866058961,2.110117428382976,2.143697583053336,4.901920439335989,0.6666666666666666,5
1,Group forward selection,Origin time,False,Extra trees,9,2.9011699756137657,2.060190550177172,2.1042089798161228,5.55042610443306,0.6666666666666666,5
1,Group forward selection,Country fixed effect,True,Extra trees,9,2.6297479744225845,1.8980260177418145,2.092271112071872,14.386755093728386,1.0,5
2,Group forward selection,Existing consumption history,True,Extra trees,13,2.463239027686225,1.739666619930268,1.7871246990364504,6.331745412710868,0.6666666666666666,5
2,Group forward selection,Consumption dynamics,False,Extra trees,17,2.464143611329221,1.732675885805625,1.8057190715720213,6.2973473011126,1.0,5
2,Group forward selection,Prescribing mix dynamics,False,Extra trees,14,2.500176709744841,1.7780773293721293,1.9259809616387,4.927136209932575,0.6666666666666666,5
2,Group forward selection,Testing and reported burden,False,Extra trees,13,2.501849550834641,1.7826789848666638,2.0094890422251224,4.863523989063104,1.0,5
2,Group forward selection,Existing static demographics,False,Extra trees,14,2.580713320651432,1.843700644048319,2.0056653786300247,1.8646141853923908,1.0,5
2,Group forward selection,Demographic change,False,Extra trees,17,2.470033434574451,1.732028469864698,1.8068403323491968,6.073378186866066,1.0,5
2,Group forward selection,European AMR context,False,Extra trees,12,2.5684104399845062,1.8227116774096213,1.9700116413667743,2.3324491561418976,1.0,5
2,Group forward selection,Cross-antibiotic context,False,Extra trees,13,2.6281390321223075,1.892299656726817,2.0704814967785694,0.0611823762552854,0.6666666666666666,5
2,Group forward selection,Mechanistic interactions,False,Extra trees,13,2.5465896868279274,1.827330231229843,1.9270477671045836,3.1622151021113027,0.6666666666666666,5
2,Group forward selection,Origin time,False,Extra trees,10,2.4857107988358664,1.76253908531899,1.8698273569416128,5.477223558593837,1.0,5
3,Group forward selection,Consumption dynamics,False,Extra trees,21,2.421851023356473,1.7116122655545774,1.7659711695639415,1.6802268827572613,1.0,5
3,Group forward selection,Prescribing mix dynamics,False,Extra trees,18,2.442602556173461,1.714759362448233,1.7633599467597298,0.8377778721762631,0.6666666666666666,5
3,Group forward selection,Testing and reported burden,True,Extra trees,17,2.4125025187390863,1.686583202656106,1.794603883780534,2.0597476889929407,1.0,5
3,Group forward selection,Existing static demographics,False,Extra trees,18,2.4687759197169847,1.732805537516492,1.8002117479737398,-0.2247809477085205,0.6666666666666666,5
3,Group forward selection,Demographic change,False,Extra trees,21,2.471863076945981,1.6968842783971054,1.7328750647719335,-0.3501101258474429,0.3333333333333333,5
3,Group forward selection,European AMR context,False,Extra trees,16,2.510893392615905,1.748568099576462,1.778230319416909,-1.934622031969112,0.0,5
3,Group forward selection,Cross-antibiotic context,False,Extra trees,17,2.48034522031448,1.7476291799892618,1.804742045158053,-0.6944593048415187,0.6666666666666666,5
3,Group forward selection,Mechanistic interactions,False,Extra trees,17,2.4782315802234494,1.7473659723022743,1.79382067791038,-0.6086519565787614,0.3333333333333333,5
3,Group forward selection,Origin time,False,Extra trees,14,2.439331324295886,1.70251970009884,1.7438340846293472,0.9705799202441464,1.0,5
4,Group forward selection,Consumption dynamics,False,Extra trees,25,2.4408537300328805,1.7048724182695487,1.8112275763093364,-1.175178515818182,0.0,5
4,Group forward selection,Prescribing mix dynamics,False,Extra trees,22,2.4128996681795982,1.680892622861092,1.8039261382444545,-0.0164621357875107,0.3333333333333333,5
4,Group forward selection,Existing static demographics,False,Extra trees,22,2.400630984882357,1.6762020170946694,1.7625429456437085,0.4920837911884952,1.0,5
4,Group forward selection,Demographic change,False,Extra trees,25,2.4419778483066668,1.6859156187645388,1.7452167030475416,-1.221774043286222,0.3333333333333333,5
4,Group forward selection,European AMR context,False,Extra trees,20,2.459153522214013,1.7099230652222348,1.776277250097692,-1.933718332418975,0.0,5
4,Group forward selection,Cross-antibiotic context,False,Extra trees,21,2.431128730241748,1.7159092633689788,1.8427321168157005,-0.7720701370457842,0.3333333333333333,5
4,Group forward selection,Mechanistic interactions,False,Extra trees,21,2.4538381374830136,1.7145897522551463,1.802148994932484,-1.7133917342201044,0.0,5
4,Group forward selection,Origin time,True,Extra trees,18,2.392866516157989,1.663830733955272,1.7470950162401768,0.8139267183588367,0.6666666666666666,5
5,Group forward selection,Consumption dynamics,False,Extra trees,26,2.396777004601622,1.6841166641662162,1.8185512634316647,-0.1634227574846788,0.6666666666666666,5
5,Group forward selection,Prescribing mix dynamics,False,Extra trees,23,2.411468843764322,1.668522248494839,1.824207796860123,-0.7774076606747488,0.0,5
5,Group forward selection,Existing static demographics,False,Extra trees,23,2.4053015051462703,1.667039337254273,1.77922447031255,-0.5196691459516544,0.6666666666666666,5
5,Group forward selection,Demographic change,False,Extra trees,26,2.426544396578155,1.6740851715283458,1.7461847106741215,-1.4074282954253383,0.3333333333333333,5
5,Group forward selection,European AMR context,False,Extra trees,21,2.453712013093529,1.7090629812396103,1.7841212677712217,-2.542786926252536,0.0,5
5,Group forward selection,Cross-antibiotic context,False,Extra trees,22,2.439712279291218,1.7038710023660646,1.808776432960355,-1.9577257158683845,0.0,5
5,Group forward selection,Mechanistic interactions,False,Extra trees,22,2.4464143608644755,1.699609254920064,1.8097061780395824,-2.2378116098370384,0.0,5
1,Individual forward selection,reserve_pct_lag1,False,Extra trees,19,2.3938067091786777,1.6571275820509876,1.7917607415103312,-0.0392914947131397,0.6666666666666666,5
1,Backward elimination,tested_growth1,False,Extra trees,17,2.4084914228706227,1.6674758939352723,1.758059448412105,-0.6529786182022904,0.3333333333333333,5
