country,iso3,year,sector,antibiotic_family,ddd_per_1000_per_day,access_pct,broad_narrow_ratio,oral_parenteral_ratio,reserve_pct,source_url
Belgium,BEL,2021,hospital,J01M_quinolones,0.1346,,,,2.352700490998363,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,community,J01C_penicillins,9.6406,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,community,J01D_other_beta_lactams,0.9556999999999999,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,community,J01M_quinolones,0.47400000000000003,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,hospital,J01C_penicillins,0.6676,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,hospital,J01DH_carbapenems,0.0386,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,hospital,J01D_other_beta_lactams,0.33970000000000006,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Belgium,BEL,2022,hospital,J01M_quinolones,0.13399999999999998,,,,2.263529734549694,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,community,J01C_penicillins,5.7429,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,community,J01D_other_beta_lactams,2.8019,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,community,J01M_quinolones,2.5191000000000003,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,hospital,J01C_penicillins,0.09950000000000002,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,hospital,J01DH_carbapenems,0.01,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,hospital,J01D_other_beta_lactams,0.7732999999999998,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2013,hospital,J01M_quinolones,0.1147,,,,0.1892659186156551,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,community,J01C_penicillins,5.5844000000000005,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,community,J01D_other_beta_lactams,3.3789000000000002,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,community,J01M_quinolones,2.868,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,hospital,J01C_penicillins,0.11309999999999999,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,hospital,J01DH_carbapenems,0.014499999999999999,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,hospital,J01D_other_beta_lactams,0.7926000000000002,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2014,hospital,J01M_quinolones,0.1427,,,,0.2570515492566348,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,community,J01C_penicillins,5.5235,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,community,J01D_other_beta_lactams,3.8951000000000002,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,community,J01M_quinolones,2.8284999999999996,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,hospital,J01C_penicillins,0.0993,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,hospital,J01DH_carbapenems,0.014499999999999999,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,hospital,J01D_other_beta_lactams,0.7419,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2015,hospital,J01M_quinolones,0.1396,,,,0.19370460048426152,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2016,community,J01C_penicillins,4.6511000000000005,,,,0.18257847929795623,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2016,community,J01D_other_beta_lactams,3.844,,,,0.18257847929795623,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
Bulgaria,BGR,2016,community,J01M_quinolones,2.7755,,,,0.18257847929795623,https://www.ecdc.europa.eu/en/publications-data/downloadable-tables-antimicrobial-consumption-annual-epidemiological-report-2022
