country,iso3,antibiotic,antibiotic_family,OriginYear,LatestObservedResistancePct,tested,Horizon,ForecastTargetYear,SelectedMLModel,ModelForecastPct,PersistenceForecastPct,RecommendedMethod,RecommendedForecastPct,Lower80Pct,Upper80Pct,Lower95Pct,Upper95Pct
Greece,GRC,Carbapenems,J01DH_carbapenems,2023,1.553294054633101,1867,1,2024,Ridge,1.7976081669280681,1.553294054633101,Persistence,1.553294054633101,0.0,3.862471418637499,0.0,6.415076923578373
Greece,GRC,Fluoroquinolones,J01M_quinolones,2023,37.77538957549704,1861,1,2024,Ridge,36.40814999674775,37.77538957549704,Persistence,37.77538957549704,35.46621221149264,40.084566939501435,32.91360670655177,42.63717244444231
Greece,GRC,Third-generation cephalosporins,J01D_other_beta_lactams,2023,22.82921219091432,1739,1,2024,Ridge,22.792548153827966,22.82921219091432,Persistence,22.82921219091432,20.52003482690992,25.138389554918717,17.967429321969046,27.690995059859592
Croatia,HRV,Aminoglycosides,J01G_aminoglycosides,2023,17.755572636433513,1301,1,2024,Ridge,16.37476844528705,17.755572636433513,Persistence,17.755572636433513,15.446395272429115,20.06475000043791,12.89378976748824,22.617355505378786
Croatia,HRV,Aminopenicillins,J01C_penicillins,2023,57.19844357976654,1285,1,2024,Ridge,56.21674995786893,57.19844357976654,Persistence,57.19844357976654,54.88926621576214,59.50762094377094,52.33666071082127,62.06022644871181
Croatia,HRV,Carbapenems,J01DH_carbapenems,2023,0.1536098310291858,1302,1,2024,Ridge,0.2739009481863057,0.1536098310291858,Persistence,0.1536098310291858,0.0,2.4627871950335836,0.0,5.015392699974457
Croatia,HRV,Fluoroquinolones,J01M_quinolones,2023,29.638183217859893,1299,1,2024,Ridge,29.10763583289637,29.638183217859893,Persistence,29.638183217859893,27.329005853855495,31.94736058186429,24.77640034891462,34.499966086805166
Croatia,HRV,Third-generation cephalosporins,J01D_other_beta_lactams,2023,20.0,1310,1,2024,Ridge,19.224013808137336,20.0,Persistence,20.0,17.690822635995602,22.309177364004398,15.138217131054727,24.861782868945273
Hungary,HUN,Aminoglycosides,J01G_aminoglycosides,2023,14.778503994190269,2754,1,2024,Ridge,14.97921806317905,14.778503994190269,Persistence,14.778503994190269,12.46932663018587,17.087681358194665,9.916721125244997,19.64028686313554
Hungary,HUN,Aminopenicillins,J01C_penicillins,2023,57.364033346566096,2519,1,2024,Ridge,56.93859237990931,57.364033346566096,Persistence,57.364033346566096,55.0548559825617,59.673210710570494,52.50225047762083,62.225816215511365
Hungary,HUN,Carbapenems,J01DH_carbapenems,2023,0.2232142857142857,2688,1,2024,Ridge,0.11397931846757103,0.2232142857142857,Persistence,0.2232142857142857,0.0,2.5323916497186834,0.0,5.084997154659558
Hungary,HUN,Fluoroquinolones,J01M_quinolones,2023,25.98828696925329,2732,1,2024,Ridge,26.610650382615383,25.98828696925329,Persistence,25.98828696925329,23.679109605248893,28.29746433325769,21.12650410030802,30.850069838198564
Hungary,HUN,Third-generation cephalosporins,J01D_other_beta_lactams,2023,21.335268505079824,2756,1,2024,Ridge,21.146414702356402,21.335268505079824,Persistence,21.335268505079824,19.026091141075426,23.644445869084223,16.47348563613455,26.197051374025097
Ireland,IRL,Aminoglycosides,J01G_aminoglycosides,2023,8.743169398907105,3111,1,2024,Ridge,8.527946673138077,8.743169398907105,Persistence,8.743169398907105,6.433992034902706,11.052346762911503,3.8813865299618326,13.604952267852376
Ireland,IRL,Aminopenicillins,J01C_penicillins,2023,62.985553772070624,3115,1,2024,Ridge,61.30630021718926,62.985553772070624,Persistence,62.985553772070624,60.676376408066226,65.29473113607501,58.123770903125354,67.8473366410159
Ireland,IRL,Carbapenems,J01DH_carbapenems,2023,0.0651678071032909,3069,1,2024,Ridge,0.0,0.0651678071032909,Persistence,0.0651678071032909,0.0,2.374345171107689,0.0,4.926950676048563
Ireland,IRL,Fluoroquinolones,J01M_quinolones,2023,15.96995427824951,3062,1,2024,Ridge,15.962409396332095,15.96995427824951,Persistence,15.96995427824951,13.660776914245112,18.27913164225391,11.108171409304237,20.831737147194783
Ireland,IRL,Third-generation cephalosporins,J01D_other_beta_lactams,2023,10.423348300192432,3118,1,2024,Ridge,10.446514821513444,10.423348300192432,Persistence,10.423348300192432,8.114170936188033,12.73252566419683,5.56156543124716,15.285131169137703
Iceland,ISL,Aminoglycosides,J01G_aminoglycosides,2023,5.426356589147287,258,1,2024,Ridge,6.643690646868649,5.426356589147287,Persistence,5.426356589147287,3.117179225142889,7.735533953151684,0.5645737202020147,10.288139458092559
Iceland,ISL,Aminopenicillins,J01C_penicillins,2023,52.713178294573645,258,1,2024,Ridge,50.85324236667881,52.713178294573645,Persistence,52.713178294573645,50.40400093056925,55.02235565857804,47.851395425628375,57.574961163518914
Iceland,ISL,Carbapenems,J01DH_carbapenems,2023,0.0,258,1,2024,Ridge,0.0,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Iceland,ISL,Fluoroquinolones,J01M_quinolones,2023,12.790697674418604,258,1,2024,Ridge,12.896228028894265,12.790697674418604,Persistence,12.790697674418604,10.481520310414206,15.099875038423002,7.928914805473332,17.652480543363875
Iceland,ISL,Third-generation cephalosporins,J01D_other_beta_lactams,2023,12.015503875968992,258,1,2024,Ridge,11.746291069147317,12.015503875968992,Persistence,12.015503875968992,9.706326511964594,14.32468123997339,7.15372100702372,16.877286744914265
Italy,ITA,Aminoglycosides,J01G_aminoglycosides,2023,16.01035182206057,28594,1,2024,Ridge,14.316771445247943,16.01035182206057,Persistence,16.01035182206057,13.701174458056173,18.31952918606497,11.148568953115298,20.872134691005844
Italy,ITA,Aminopenicillins,J01C_penicillins,2023,63.22198637023797,8951,1,2024,Ridge,61.49382760527433,63.22198637023797,Persistence,63.22198637023797,60.91280900623357,65.53116373424237,58.3602035012927,68.08376923918324
Italy,ITA,Carbapenems,J01DH_carbapenems,2023,0.4308004199399051,27623,1,2024,Ridge,0.0,0.4308004199399051,Persistence,0.4308004199399051,0.0,2.739977783944303,0.0,5.292583288885177
Italy,ITA,Fluoroquinolones,J01M_quinolones,2023,34.14425034830136,27993,1,2024,Ridge,32.198840682023224,34.14425034830136,Persistence,34.14425034830136,31.835072984296964,36.45342771230576,29.28246747935609,39.00603321724663
Italy,ITA,Third-generation cephalosporins,J01D_other_beta_lactams,2023,26.676471618167174,28557,1,2024,Ridge,24.75739578948001,26.676471618167174,Persistence,26.676471618167174,24.367294254162776,28.985648982171572,21.8146887492219,31.538254487112447
Liechtenstein,LIE,Aminoglycosides,J01G_aminoglycosides,2023,0.0,8,1,2024,Ridge,6.79189318759239,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Liechtenstein,LIE,Aminopenicillins,J01C_penicillins,2023,37.5,8,1,2024,Ridge,37.461779315416116,37.5,Persistence,37.5,35.1908226359956,39.8091773640044,32.63821713105473,42.36178286894527
Liechtenstein,LIE,Carbapenems,J01DH_carbapenems,2023,0.0,8,1,2024,Ridge,6.15582234982592,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Liechtenstein,LIE,Fluoroquinolones,J01M_quinolones,2023,25.0,8,1,2024,Ridge,26.124158329401354,25.0,Persistence,25.0,22.690822635995602,27.309177364004398,20.138217131054727,29.861782868945273
Liechtenstein,LIE,Third-generation cephalosporins,J01D_other_beta_lactams,2023,0.0,8,1,2024,Ridge,3.819235946270588,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Lithuania,LTU,Aminoglycosides,J01G_aminoglycosides,2023,11.337406653088934,1473,1,2024,Ridge,10.130225546852076,11.337406653088934,Persistence,11.337406653088934,9.028229289084535,13.646584017093332,6.475623784143662,16.199189522034207
Lithuania,LTU,Aminopenicillins,J01C_penicillins,2023,61.34055517941774,1477,1,2024,Ridge,59.14803832243274,61.34055517941774,Persistence,61.34055517941774,59.03137781541334,63.64973254342214,56.47877231047247,66.20233804836302
Lithuania,LTU,Carbapenems,J01DH_carbapenems,2023,0.06765899864682,1478,1,2024,Ridge,0.0,0.06765899864682,Persistence,0.06765899864682,0.0,2.376836362651218,0.0,4.929441867592092
Lithuania,LTU,Fluoroquinolones,J01M_quinolones,2023,20.54982817869416,1455,1,2024,Ridge,19.710472192292876,20.54982817869416,Persistence,20.54982817869416,18.24065081468976,22.859005542698558,15.688045309748887,25.411611047639433
Lithuania,LTU,Third-generation cephalosporins,J01D_other_beta_lactams,2023,16.95945945945946,1480,1,2024,Ridge,16.245260476551387,16.95945945945946,Persistence,16.95945945945946,14.650282095455061,19.268636823463858,12.097676590514187,21.821242328404733
Luxembourg,LUX,Aminoglycosides,J01G_aminoglycosides,2023,9.97830802603037,461,1,2024,Ridge,9.015143211121389,9.97830802603037,Persistence,9.97830802603037,7.669130662025971,12.287485390034767,5.116525157085097,14.840090894975642
Luxembourg,LUX,Aminopenicillins,J01C_penicillins,2023,51.62689804772234,461,1,2024,Ridge,50.97242902471832,51.62689804772234,Persistence,51.62689804772234,49.317720683717944,53.93607541172674,46.76511517877707,56.48868091666761
Luxembourg,LUX,Carbapenems,J01DH_carbapenems,2023,0.2169197396963123,461,1,2024,Ridge,0.0,0.2169197396963123,Persistence,0.2169197396963123,0.0,2.5260971037007103,0.0,5.078702608641584
Luxembourg,LUX,Fluoroquinolones,J01M_quinolones,2023,15.61822125813449,461,1,2024,Ridge,16.908141362699098,15.61822125813449,Persistence,15.61822125813449,13.309043894130092,17.927398622138888,10.756438389189217,20.480004127079763
Luxembourg,LUX,Third-generation cephalosporins,J01D_other_beta_lactams,2023,11.713665943600867,461,1,2024,Ridge,11.631919839070624,11.713665943600867,Persistence,11.713665943600867,9.40448857959647,14.022843307605266,6.851883074655595,16.57544881254614
Latvia,LVA,Aminoglycosides,J01G_aminoglycosides,2023,14.879649890590809,457,1,2024,Ridge,13.550102733089581,14.879649890590809,Persistence,14.879649890590809,12.57047252658641,17.188827254595207,10.017867021645536,19.74143275953608
Latvia,LVA,Aminopenicillins,J01C_penicillins,2023,50.0,208,1,2024,Ridge,50.68015373975395,50.0,Persistence,50.0,47.6908226359956,52.3091773640044,45.13821713105473,54.86178286894527
Latvia,LVA,Carbapenems,J01DH_carbapenems,2023,0.0,455,1,2024,Ridge,0.16845530362165206,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Latvia,LVA,Fluoroquinolones,J01M_quinolones,2023,28.35164835164835,455,1,2024,Ridge,26.02386344008648,28.35164835164835,Persistence,28.35164835164835,26.042470987643952,30.66082571565275,23.489865482703078,33.21343122059362
Latvia,LVA,Third-generation cephalosporins,J01D_other_beta_lactams,2023,25.379609544468547,461,1,2024,Ridge,23.366147359364177,25.379609544468547,Persistence,25.379609544468547,23.07043218046415,27.688786908472945,20.517826675523274,30.24139241341382
Malta,MLT,Aminoglycosides,J01G_aminoglycosides,2023,10.336538461538462,416,1,2024,Ridge,10.851574748233487,10.336538461538462,Persistence,10.336538461538462,8.027361097534063,12.64571582554286,5.47475559259319,15.198321330483733
Malta,MLT,Aminopenicillins,J01C_penicillins,2023,62.5,416,1,2024,Ridge,61.52892482747524,62.5,Persistence,62.5,60.1908226359956,64.8091773640044,57.63821713105473,67.36178286894527
Malta,MLT,Carbapenems,J01DH_carbapenems,2023,0.0,416,1,2024,Ridge,0.0,0.0,Persistence,0.0,0.0,2.3091773640043978,0.0,4.861782868945272
Malta,MLT,Fluoroquinolones,J01M_quinolones,2023,27.884615384615383,416,1,2024,Ridge,27.727108023708155,27.884615384615383,Persistence,27.884615384615383,25.575438020610985,30.19379274861978,23.02283251567011,32.746398253560656
Malta,MLT,Third-generation cephalosporins,J01D_other_beta_lactams,2023,11.298076923076923,416,1,2024,Ridge,11.997551275430185,11.298076923076923,Persistence,11.298076923076923,8.988899559072525,13.607254287081322,6.436294054131651,16.159859792022196
Netherlands,NLD,Aminoglycosides,J01G_aminoglycosides,2023,5.190664456064278,7841,1,2024,Ridge,5.426440898470281,5.190664456064278,Persistence,5.190664456064278,2.88148709205988,7.499841820068676,0.32888158711900584,10.052447325009549
Netherlands,NLD,Aminopenicillins,J01C_penicillins,2023,40.98800102118969,7834,1,2024,Ridge,41.190347609001805,40.98800102118969,Persistence,40.98800102118969,38.67882365718529,43.29717838519409,36.12621815224442,45.84978389013496
Netherlands,NLD,Carbapenems,J01DH_carbapenems,2023,0.0899742930591259,7780,1,2024,Ridge,0.0,0.0899742930591259,Persistence,0.0899742930591259,0.0,2.399151657063524,0.0,4.951757162004398
Netherlands,NLD,Fluoroquinolones,J01M_quinolones,2023,12.946428571428571,7840,1,2024,Ridge,13.12200175756656,12.946428571428571,Persistence,12.946428571428571,10.637251207424173,15.25560593543297,8.0846457024833,17.808211440373842
Netherlands,NLD,Third-generation cephalosporins,J01D_other_beta_lactams,2023,7.971938775510204,7840,1,2024,Ridge,8.094734947385593,7.971938775510204,Persistence,7.971938775510204,5.662761411505807,10.281116139514602,3.1101559065649322,12.833721644455476
Norway,NOR,Aminoglycosides,J01G_aminoglycosides,2023,5.523474767762993,3983,1,2024,Ridge,5.15262792472082,5.523474767762993,Persistence,5.523474767762993,3.214297403758595,7.832652131767391,0.661691898817721,10.385257636708264
Norway,NOR,Aminopenicillins,J01C_penicillins,2023,36.85664072307306,3983,1,2024,Ridge,37.375628094818126,36.85664072307306,Persistence,36.85664072307306,34.547463359068665,39.16581808707746,31.99485785412779,41.71842359201833
Norway,NOR,Carbapenems,J01DH_carbapenems,2023,0.0502008032128514,3984,1,2024,Ridge,0.0,0.0502008032128514,Persistence,0.0502008032128514,0.0,2.3593781672172494,0.0,4.911983672158123
Norway,NOR,Fluoroquinolones,J01M_quinolones,2023,10.123394610929235,3971,1,2024,Ridge,10.30954847404199,10.123394610929235,Persistence,10.123394610929235,7.814217246924837,12.432571974933634,5.261611741983963,14.985177479874508
Norway,NOR,Third-generation cephalosporins,J01D_other_beta_lactams,2023,5.622489959839357,3984,1,2024,Ridge,5.970054614501601,5.622489959839357,Persistence,5.622489959839357,3.3133125958349594,7.9316673238437545,0.7607070908940852,10.48427282878463
Poland,POL,Aminoglycosides,J01G_aminoglycosides,2023,14.136690647482014,2780,1,2024,Ridge,13.559504352170514,14.136690647482014,Persistence,14.136690647482014,11.827513283477616,16.44586801148641,9.274907778536743,18.998473516427286
Poland,POL,Aminopenicillins,J01C_penicillins,2023,65.5857740585774,956,1,2024,Ridge,62.22372319769582,65.5857740585774,Persistence,65.5857740585774,63.276596694573,67.8949514225818,60.72399118963213,70.44755692752267
Poland,POL,Carbapenems,J01DH_carbapenems,2023,0.2022926500337154,2966,1,2024,Ridge,0.31810384074559295,0.2022926500337154,Persistence,0.2022926500337154,0.0,2.511470014038113,0.0,5.064075518978988
Poland,POL,Fluoroquinolones,J01M_quinolones,2023,32.203947368421055,3040,1,2024,Ridge,31.304283360400298,32.203947368421055,Persistence,32.203947368421055,29.894770004416657,34.51312473242545,27.342164499475782,37.065730237366324
Poland,POL,Third-generation cephalosporins,J01D_other_beta_lactams,2023,19.563090968373004,3067,1,2024,Ridge,19.240298143458073,19.563090968373004,Persistence,19.563090968373004,17.253913604368606,21.872268332377402,14.701308099427731,24.424873837318277
Portugal,PRT,Aminoglycosides,J01G_aminoglycosides,2023,13.173091930700796,6407,1,2024,Ridge,11.82963547959602,13.173091930700796,Persistence,13.173091930700796,10.863914566696398,15.482269294705194,8.311309061755523,18.03487479964607
Portugal,PRT,Aminopenicillins,J01C_penicillins,2023,54.36434239405707,5923,1,2024,Ridge,52.81952010583295,54.36434239405707,Persistence,54.36434239405707,52.05516503005267,56.67351975806147,49.5025595251118,59.22612526300234
Portugal,PRT,Carbapenems,J01DH_carbapenems,2023,0.5337214944201844,6183,1,2024,Ridge,0.0,0.5337214944201844,Persistence,0.5337214944201844,0.0,2.842898858424582,0.0,5.395504363365457
